reviews
"
It is not durable and is literally waste of money.
"
"
shoes उत्तम क्वालिटी का नहीं है आरामदायक नहीं है  सोल हार्ड है उसके भीतर फोन की वाइंडिंग नहीं है
"
"
It is soo weird that we wanted it to replace the product but the amazon agent didn't showed up. Its all waste.
"
"
Jesa ye pic me dikh rahahe vesa Nahi he ye bilkil bekar he ye product
"
"
Its a very bad shoe not like it looked in the pic
"
"
I like the smoothness and stitchings ...
"
"
Totally waste and old product... tored at first use .... very very very waste 😪
"
"
It is an awesome product and very comfortable while wearing it.
"
"
Faster and amazing service :)
"
"
because desizn is not same and size is too small and dirty look of shoes in real look comparision with photo
"
"
So hard
"
"
It's exactly shown in the picture. The quality is not too good but I think it is resonable for the price.
"
"
I like this...this product.....but quality it's not good
"
"
Very very bad quality.  Only last for 20 days.
"
"
Second hand show..... Please do not sale which show
"
"
It's like showing a BMW and delivering a nano car.
"
"
It's very old and i have received the used shoe
"
"
Paisa dubane wala product tha
"
"
I don't like this product it is very wrost
"
"




                    The media could not be loaded.
                


"
"




                    The media could not be loaded.
                


"
"
Not to good product
"
"
Product is not as same as it looks in pick
"
"
Very poor in quality & fabric is too bad
"
"
Nice product
"
"
Quality not good
"
"
Not good
"
"
When I try this first time it's cloth start broke
"
"
👎👎👎👎 dissatisfied with this product
"
"
Defective shoeAnd also the small size...we ordered 10 no.but we recieved 9 no.
"
"
A bit tight, but yes, looks good to wear.
"
"
Waste of money
"
"
Don't by this tying brand products too narrow
"
"
Ekdum ghtiya quilaty ke shoes h
"
"
Quality
"
"
Quality is third class and vest of money
"
"
👌
"
"
Don't like it
"
"
This product used and old
"
"
Don't buy it
"
"
Don't buy this..
"
"
Not impressed it is changed product.
"
"
Such a bad quality shoo
"
"
Good
"
"
Very very very cheap quality. Never ever purchase this shose.
"
"
Nice product , good working
"
"
The product is used
"
"
Too much long shoes
"
"
Worst quality cheap product
"
"
Damage shoes 😡😡
"
"
Thank you
"
"
Worst
"
"
Very bad quality
"
"
Good 👍
"
"
west of money
"
"
Nice 👍👍👍💯
"
"
Shose is not good condition
"
"
Opening is fixed I too had difficulty in wearing the shoes
"
"
Poor Quality.
"
"
Looks good in photo. In real product is very differ
"
"
Yes thise product is used
"
"
Long
"
"
Bakwas
"

"
Bad
"
"
👍👍👍👍Good jobNice shoes
"
"
Very bad
"

"
Packaging is not proper. Good to wear
"
"
product is worst heavy and not get as shown
"
"
Very bad quality very bad
"
"
Not liked
"
"
Totally Different Product And Very Bad Quality.
"
"
please don't buy, Quality too bad...
"
"
Good
"
"
Bad quality
"
"
Low quality
"
"
Not for daily use
"
"
Material is not good.
"
"
rubbish material
"
"
Totally Waste of money
"
"
We don't get box of shoes
"
"
Not good
"
"
Dislike
"
"
Poor product
"
"
The worst product
"
"
Nice product
"
"
To Small
"
"
A Very good Product
"
"
Too small
"
"
Few days ago I ordered this product, product delivered in the right time.Then I unbox it, the box was damaged, looks like someone take from scrape..Its ok,Then come to the product, and the product also damaged, leff shoe steeching is not proper..I love this shoes comfort, its very good.. And stylish, and looks very pretty.But this shoes upper side made from yarn/fabric, you cant wash confidently, but if you take white color you have to wash,Otherwise you cant ware publicly,As I feel in my hand - if you use daily it lasts maybe 6 to 8 months...Its my feeling, not mandatory for all....Thank you..
"
"
Reality is completely different, product is not upto the mark and expectations, its not comfortable to wear.
"
"
It would have been better for the price & advertisement. It's a canvas type shoe & not useful for running as mentioned. The inner layer & company name tag at ankle portion (see the image),always intervene while wearing shoes, really it disturbs.No proper packing, just I received the bare shoe box closed all sides with tape. Overall shoes are good only for normal walk. Better to try other shoe brands.
"
"
Great shoes at an affordable price.Qualities of the shoes-1.Great comfort with double layered grip(5/5).2.Very lightweight(5/5).3.Little high price but affordable(3.5/5).4.Very durable and strong material is used(5/5).5.The breathable mesh material is great(5/5).6.Best for running,walking,casual wear,sports,etc.(4.5/5).7.Laces are of right size so no worry of repeatedly tying(5/5).8.Nice non slippery sole(5/5).
"
"
It broken my toes 😭😭😭 so hard plastic inside the shoe very cheap material as per price .these shoes are just of ruppes two hundred or three hundred in my local market I thought quality will be different but naah same thing and I paid approx 4 times of normal price.😒😒
"
"
Not a nitro capsule it's just sticker but sole is good quality. Sole is foam
"
"




                    The media could not be loaded.
                



 The laces are just for show. It's actually a slip on shoe with stiched lace collars. Overall it's a nice shoe.. Worth of what I paid, 699/-. The shoe material is nice and it's quite soft and comfortable in my feet. Overall it's 5/5 at this price. But i am giving 4/5 as I was under assumption of receiving a lace up shoes and somewhat disappointed on that side. Not gonna return or refund as the shoes is worth to be used.
"
"
This product is very good. It is having foam pad inside. So it is very soft feeling while wearing it. Thanks to asian shoes manufacturers. Easy to clean light weight and very comfortable. I am using this for badminton play in outdoor. Thanks once again to amazon and asian shoes team.
"
"
A Very good Product
"
"
Too small
"
"
Few days ago I ordered this product, product delivered in the right time.Then I unbox it, the box was damaged, looks like someone take from scrape..Its ok,Then come to the product, and the product also damaged, leff shoe steeching is not proper..I love this shoes comfort, its very good.. And stylish, and looks very pretty.But this shoes upper side made from yarn/fabric, you cant wash confidently, but if you take white color you have to wash,Otherwise you cant ware publicly,As I feel in my hand - if you use daily it lasts maybe 6 to 8 months...Its my feeling, not mandatory for all....Thank you..
"
"
Reality is completely different, product is not upto the mark and expectations, its not comfortable to wear.
"
"
It would have been better for the price & advertisement. It's a canvas type shoe & not useful for running as mentioned. The inner layer & company name tag at ankle portion (see the image),always intervene while wearing shoes, really it disturbs.No proper packing, just I received the bare shoe box closed all sides with tape. Overall shoes are good only for normal walk. Better to try other shoe brands.
"
"
Great shoes at an affordable price.Qualities of the shoes-1.Great comfort with double layered grip(5/5).2.Very lightweight(5/5).3.Little high price but affordable(3.5/5).4.Very durable and strong material is used(5/5).5.The breathable mesh material is great(5/5).6.Best for running,walking,casual wear,sports,etc.(4.5/5).7.Laces are of right size so no worry of repeatedly tying(5/5).8.Nice non slippery sole(5/5).
"
"
It broken my toes 😭😭😭 so hard plastic inside the shoe very cheap material as per price .these shoes are just of ruppes two hundred or three hundred in my local market I thought quality will be different but naah same thing and I paid approx 4 times of normal price.😒😒
"
"
Not a nitro capsule it's just sticker but sole is good quality. Sole is foam
"
"




                    The media could not be loaded.
                



 The laces are just for show. It's actually a slip on shoe with stiched lace collars. Overall it's a nice shoe.. Worth of what I paid, 699/-. The shoe material is nice and it's quite soft and comfortable in my feet. Overall it's 5/5 at this price. But i am giving 4/5 as I was under assumption of receiving a lace up shoes and somewhat disappointed on that side. Not gonna return or refund as the shoes is worth to be used.
"
"
This product is very good. It is having foam pad inside. So it is very soft feeling while wearing it. Thanks to asian shoes manufacturers. Easy to clean light weight and very comfortable. I am using this for badminton play in outdoor. Thanks once again to amazon and asian shoes team.
"
"
Faltu shoes please dont buy not good it is waste product
"
"
for comfort and weight rating 5 out of 5 , best product in best price and i think indian product get popular day by day and thnaks a lot for make me happy when i see my shoes
"
"
The shoe satisfied my expectations and I'm using it for jumping rope,the front toe part extends every time I land,so it is very comfortableSo before buying the shoe check width of your foot
"
"
This pair of shoes is good, I am using it for past one week.  Size may differ for many of us.  Company has provided a inner part for support at upper side of heel (that is best) but that makes shoes size a number smaller than usual we wear.  But I think if we order a bigger than it will be large from front part of shoes. So hope company makes changes accordingly.  Otherwise shoes is good and let's see it durability after use for months.
"
"
Wow!!! I got what I thought and amazing product at this price good for gym , casual , value for money, without hesitation gor for it !!!!Just loved it!!!!!!!!
"
"
The biggest plus point of this shoe is its weight, very light, doesn't feel like you're wearing any heavy boot. Very Comfy as well, very sturdy as, its been 3 days, I wore it twice now, good for public visits, party's..maybe running (i don't run wearing these). Looks are very trendy and very slick. Also, these comes in different colours all are very cool, i chose white since its the latest trend, but other colors are good too. Durability can't say for now, will have to test for atleast 6 months for that. So far 4/5. A bargain in the this price bracket!
"
"
FOUND IT MORE BEAUTIFUL THAN I THOUGHT...! I FOUND IT VERY COMFORTABLE IN WEARING. ALSO LOOKING TOO MUCH NICE & SLIM FIT. INNER SIDE IS MUCH SOFT. ONE MORE THINK MAKES THIS CLASSY THAT WAS IT'S NITRO CAPSULE TECHNOLOGY... YOU CAN GO FOR BUY THIS & ENJOY A COMFORTABLE WORKOUTS...!
"
"
Asian shoes are very good shoes I am using asian shoes from last two years. I am very satisfied with quality, comfort, and also price wise.My problem is that my regular size is 8.first I took  asian mens cretar 12, with size 8 number.It was not fit for me then I changed with size 9.Even it is not fit for me. I fed up with this.I know very well about asian shoes quality.Please take care of this wise problem in future.ThanksMohammad IqbalGadag, Karnataka
"
"
Packing too bad When I received the production It was torn.Size is tool smallTotally disappointed.... Returning.
"
"




                    The media could not be loaded.
                



 I wear 7 size shoe but it's little bit tight, but not badMaterial Quality is awesome👍@ this priceGo for it you will love it.. 👌
"
"
This is one of the worse quality products I have ever seen. Finish of the product is absolutely terrible.There are numerous product quality issues.Sad to see this brand go down the drain. Never buying an Asian product ever again.
"
"
Twice i replace the shoes. Both time send wrong size..finally i take refund the amount
"
"
Though looks like a laced shoe but is actually a slip-on type. Difficult to wear as nothing to hold on and pull from front.
"
"
What a brand, what a shoes pair. Everything is perfect for me with this shoes. Nyc quality and comfort is of higher level. If you are planning a good budget shoes then go for it.
"
"
The shoe is fine but a little short for my son though I ordered size 7 and adidas and nike is just fit for him the same size, rest all okay. Worth price and buy
"
"
Very awesome product no daut, llight weight, value of money, but you can't use it for Daly because of it's colour, must buy if you are looking in low price good looking and white shoe go ahead 🔥And one thing It is a bit difficult to put your foot in this shoes because of its completely rounded hole
"
"
When you insert the shoe it's very worst, and over all the is good, but black shoe is not like white shoe. White shoe is look good and comfort nice.
"
"
Wow, I never thought that these would be this comfortable . The only problem is that it gets dirty due to white colour .Overall , a nice shoe 👍
"
"
This product I have purchased and use only for little in daily routine, within 6 month base become slippery and Seems used a lot  but actual uses very less. So poor quality Shole of show.
"
"
Little bit tight but its ok .. comfortable yes..light weight yes..at this price range you will not disappoint
"
"
Comortable, good cushioning, light weight and I hv never washed it for more than 1 month just beat the dust out. Its very good running shoes in this price range
"
"




                    The media could not be loaded.
                



 It's best shoe around 750 price, when I'm wearing feel comfort and light weight. I have run long distance 4-5km no any heel pain.
"
"
Good shoes and quality is best ☺️
"
"
Shoes came with two packaging outbox was Amazon box and inner box was of asian Shoes but torn and sticked with tapes.But let's talk about shoes are of great quality and sturdy look and value for money
"
"
Amazing shoe. Design is attractive as I expect. Im only disappointed with that the sole is used Eva.if they use any other material replace to this it an awesome. It's worth for 700. But i paid 850. Other wise  quality and comfort Is fantastic🤘. Nice  product from Asian shoes.
"
"
Light weight, breathable, attractive, and value of money. I recommend to all.
"
"
Not fit
"
"
Good product soft material good fitting nice color weight less overall good product well see how loung well come life
"
"
What a great product. I am really happy with it. From now I will buy only asian shoes, cheaper and best quality shoe
"
"
It is for normal works and walking but its not good for running. Too soft sole make it harder for running.
"
"
Look awesome...But thora short ho rha tha butLook hee aisa tha isliye Maine returns hee nii kra me use kr rha hun
"
"
Average product bat not ye good for ye product bast for money colitis sahi nahi h es liye money bast no
"
"
Quality very poor and amazon not returning the product.
"
"




                    The media could not be loaded.
                



 Very satisfied😊😊😊😊Inner sole is awesome feel ever in life.. Just like stepping to the baloon filled with water... Very comfortable... I am satisfied...
"
"
This product is not same as in photo showing. It's completely different. So guys buy when satisfied.
"
"
Happy with this.. price is also reasonable used twice ... Only drawback is you have to keep them clean from dust either they get dirty ...  Note that  easily Washable
"
"
Super comfortable. Stitching could be even more better. Over all satisfaction is good.
"
"
Came in worst packaging...though the delivery was really fast. The quality is not worth 700 rupees. My size is 10 but still it doesn't feel comfortable. Overall design is perfect but the material used is not appreciated.
"
"
Wearing this shoes is like winning a world war.. Very small space to wear shoes..
"
"
The product is not that good the sole just went flat with in one month of purchase in normal usage
"
"
I felt little bit tight at beginning but after that it's flexible
"
"
I am so happy this item is so nice, good, strong, comfort, light weight & fit as my expectations.
"
"
Under 700 best comfortable and quality gym shoes. Must buy
"
"
finishing is not good,good thing for less money.
"
"
Product is Good And Comfortable.This is my 2nd Asian Shoes i got it for just 600 but definitely very Light weight and Comfortable in this price Also it Looks Awsome. Thanks To Amazon.
"
"
Good for jogging and running.Fullfill the purpose. go for it.
"
"
Very comfortable and light weight in bearing and looking is also good . So I personally recommended this product . It is value for money product in this category
"
"
At this price point it is OK. Finishing is not good. I don't like the product.
"
"
Fabulous shoes at great price.My suggestion is to buy white colour of this shoes. White looks great, washable fabric , memory foam makes more comfortable in wearing this shoes.
"
"
Size fits after worn, but to wear the shoes, it's phetatic, the inner elastic is very very hard.
"
"
Comfortable and smooth while walking and running , but the lower insole is not that much hard.Nice and sure have a try.👍🏻
"
"
Colour is lighter than appears in the picture
"
"
Shoe is lightweight but finishing and material are poor quality, some stitches are broken and theared come out. Wich looks horrible.Not good product as per price and specially as per there name
"
"
Very dope shoes. The quality is amazing and the sole of the shoes is very comfortable and the shoes are very light weighted. I loved the shoes but on the front inner part it can be more comfortable rather than it is ,so I gave 4 stars for it.
"
"




                    The media could not be loaded.
                



 This shoe is not a running and sports.This shoe is just great for casual uses.It is very lightweight and looks is awesome 🥰.I Love This Shoe 👟.⚔️Jai Bharat⚔️
"
"
Don't purchase itWaste of money wrost of your moneyDon't buy this product only i use one day only and shoe ka andar se khul gya and piece bhi damage nikla tha wrost of your money don't buy it
"
"
Cushion above toe is very hard,so rubbing on toe fingersits really hurting and comfortable.
"
"
Mujhe is shoes se jyada accha koi shoes nhi lagta under 2k Kyuki Paani se aaram se dho jate h Or normal bhi pehan sakte ho or running ke liye accha h Aaram milta h per pe pehanne se
"
"
Shoe size is not correct. Left and right shoe are looks different in size. Way too tight. Not at all comfortable.
"
"
Ok
"
"
This is good shoes in this price range. Over all good in comfort and looking but one little issue I have, shoe is little tight in wearing time. Otherwise is good shoes in budget.
"
"
Using just for going out for marketing. Uncomfortable. Not for workout or walking or running.
"
"
Overall very nice product...
"
"




                    The media could not be loaded.
                



 I got damage product and very poor quality product, it's useless 😞
"
"
Very nice product...Thank you so much asianVery lite and soft .... Easy to  use Walking, jogging, running daliy use...
"
"
I purchased asian shoes but both shoes are different and size is also different and brand tag is not same as per the requirement. it's very bad...
"
"
If you wear size UK 8 from Nike, Puma, Adidas and New Balance make sure you order 1 size smaller (i.e size UK 7)Otherwise the product is a great value for money.
"
"
In this price range the product is good if you want shoes between 500-800 rs than its ok you can go for it daily usage is goodReviewing this product after used 1 month
"
"
Very Comfortable. so smooth
"
"
The shoes didn't have memory foam inside as shown on the product page. The sole had yellow stains on it. The knitted part was torn at some places. The shoes also didn't have any tags attached.
"
"
Comfortable foe use
"
"
perfect for everything i love it....best sponji feelings..asian shooes are good and value for money
"
"
Unable to insert the legs into it, my leg size is 8 but I ordered 9 , still unable to wear it properly, bad designed
"
"
Value of money. Good quality shoes, lightweight comfortable
"
"
Shoe design and comfort is good. But it is not perfect for longer time usage.
"
"
This product is very uncomfortable, totally wastage of money, inner pad of this shoe is very uncomfortable, grip of this shoe is very low so you feel uneasiness in every step
"
"
The product is too good as per price is concerned and it's one of the best running shoes in this segment , you feel when you walk and you feel comfort also.... Too good as running shoes..
"
"
I ordered for No. 9 and got the same as I had seen online. These are really very comfortable and light weight shoes. Whenever I wore these, my many friends asked about these and passed very good comments.
"
"
Super b .light weight fully comfortable and full working out..
"
"
Excellent product worth for money
"
"
Shoes are looking nice but not worth this price because the shoe sole is very light and worst quality,i think this is not to fit for long durability and workout use.
"
"
Good
"
"
Product is not white its pale yellow and its large by size too, Cheap shoes..
"
"
Dislikes
"
"
keep it up
"
"
Shoes is delivered was tone and dirty shoes were awesome but these things disappoints me a lot I want refund or replace this shoes as fast as possible
"
"
Good product to buy
"
"
Its a wonderful shoes under 800 rupees its foam is really comfortable true value for money product but when you order this product must ensure to order one size big pairs of shoe
"
"
Shoe is best in class like 10/10  comfortable and durable
"
"
Shoes is light weight, inner Cushion is very soft and comfortable.Only the issue with grip..
"
"
Material is nice, light weight shoes. Hppy to rcv these....
"
"
Everything is good. Review after 2 months of use.
"
"
When ever you want to wear the shoe you can find yourself into a trouble. It,s to tough to wear. From my side it,s not recommend to buy.
"
"
the internal size is actually smaller than my usual 8 size and every time there is a struggle to use this shoe
"
"
Dislike
"
"
Good product in this rate and light weight.. great deal with amazon. Go for it..
"
"
Very cheap quality. As compared to price the most bad product. Actual price of products was 600 but it sold on High price...
"
"
Not good product not good quality stitching light wait but material is very low quality used not value for money dont bey this for outdoor activities
"
"
The product is not good as i expected it looks different in photos but when it comes it entirely different
"
"
The shoe is comfortable, light and good for sports. A value for money product
"
"




                    The media could not be loaded.
                



 Very nice 👌 product I like it 🙂 thank you amazon 😀
"
"
Everything is cool
"
"
the soul is very soft and the shoe is very very comfortable
"
"




                    The media could not be loaded.
                



 Very bad quality product,Sponge came out in 3-4 times usage. Not satisfied atall. Wastage of money.
"
"




                    The media could not be loaded.
                



 This shoe is not good shoe quality is totally different as I show in display kindly return it AFSP.
"
"
Nice shoes and comfortable .But it is not use longer time for running ..Only use for party,..
"
"
Exlent product very good shoes 👟👍👍👍
"
"
Walking... It's awesome
"
"
Perfect Fitting & Design, however material quality isn't that much good but that was expected. You can't get everything good in mid range segment!
"
"
if u r searching for shoes then must go for it in such budget. a perfect fit product and very happy to @Amazon prime service
"
"
Very good product. I what to another color also
"
"
I write a review after using 28 days. It is light weight and awesome look, go for it without any hesitation.
"
"




                    The media could not be loaded.
                



 Both the shoes are different, the shawl is different and the quality is very poor, avoid buying
"
"
In the shoes 👟 they mentioned the same size but ,the right ▶️ size is more bigger than left ◀️ size,I don't understand what happened
"
"
For my opinion is as per price its worthy.but shoe finishing is avarage.light weight obviously,comfort also avarage.with its range people can buy this.
"
"
Sige good  shoes is good
"
"
The first defective came out. After replacing, they sent extra large size very bad service i hate it.
"
"
Shoes is Very good and Very Comfertable on this Cheap price Highly Recommended please guyes Purchase This Shoe Value for Money
"
"
This Shoe is best for this budget , I surely insist everyone to buy this trust me this product is far more than excellent 🔥🔥
"
"
It was light weight but less durable.It may not last even a month with regular running
"
"
मैं आर्डर किया था तो मेरा शूज दूसरा कंपनी का आ गया था और ऑर्डर कैंसिल होने पर मेरा आर्डर का रिफंडेबल अभी अमेजॉन पर अभी तक नहीं आया है
"
"
This product is very light weight as I read in reviews, comfort as well, not for  long run but in this price good attractive pure white product
"
"
Fabulous shoe
"
"
Quality not good
"
"




                    The media could not be loaded.
                



 Product was so dirty from the bottom side and side view. Very disappointed.😡
"
"
Value for little price
"
"
* tongue of the shoe is not proper.* can catch dirt in no time.* noicy when walking
"
"
Projuct is good but not in looking . जूता पहने के बाद जूता फीते के नीचे की तरफ से उठा रहता ha जो की देखने मैं बहुत बेकार लगता है
"
"
Material are good. But not confort for me, sole is not expected quality.
"
"
Very poor quality
"
"
Extremely cheap and misleadingNo real substance or qualityA cosmetic and lightweight stealing of my money!!
"
"




                    The media could not be loaded.
                



 Soul is missing & shoes is tear down
"
"
I love this shoe so much it was so smooth and very good product thank you Amazon for the good product that you deliver
"
"




                    The media could not be loaded.
                



 Shoes quality are better but comfortable and value for money 💰 good work Amazon.
"
"
Like
"
"
As per the price range this product is goodVery comfortable light weight. Didnt feel uncomfortable while using this shoes
"
"
Dont purchase,poor quality,no return after several request from Amazon,poor amazon service.
"
"
Quality good but size is very large
"
"
Very difficult to wash.. dont choose white color .
"
"
Very comfortable
"
"
Nice shoes
"
"
Shoes are not comfortable on wearing .Upper side padding is pinching on the feet.Wore only twice.weight is light.
"
"
I like the quality of perfection and the design of the product and they are best in this range go for it 👌🏻👌🏻
"
"
Got duplicate one of small size no on shoes is  uk7 bt it was uk 6
"
"
Awesome
"
"
I am reviewing after using 3 months, its a awesome shoe, very comfortable, reasonable, good quality, i used very roughly but still same as new.
"
"
Good
"
"
Very difficult to wear it. There are many defference in left leg shoe and right leg shoe. Returning it.
"
"
It looks decent and comfort is greatGo for it. Just beware of buying white colour it get dirty quite fast
"
"
If you want branded and comfortable shoes then this is what you need. I love cusion and weight of this shoe.
"
"
Ok
"
"
Ok
"
"
Foam is not fitted properly....
"
"
अभी तक तो सही हे मेने 2 महीने पहले ख़रीदे थे  लेकिन कलर में थोड़ा सा फ़र्क़ हे लेकिन कम पेसो में अच्छी चीज़ हे
"
"
Took so much money not comfortableThis is not running shoes these daily casualsWaste of money wast of time
"
"
Quality is not good base sole is very poor fiting is not good as expected ...this shose not justify price range.......
"
"
Not good
"
"
Awesome product fromAsian.. usually , I didn't expect this type of shoesbut these shoes are amazing 😍...
"
"
Asian company's products are good, if they are a little more good, they can compete with the brand.
"
"
Shoes are good with best quality but one problem was there that they were little bit dirty. They have dust on them.....
"
"
I use them as my school shoes. They are comfortable while walking, playing and other activities
"
"




                    The media could not be loaded.
                


"
"
I am using shoes for over 2 months now. They are superb. Gi for it. I bought in white.
"
"
Light weight Good shoes for regional price
"
"
Very comfortable  and looking also very niceIts weight is also very less I am very happy for this product
"
"
Use kiya hua shoes bhejdiya me return kiya
"
"
Very poor quality, not like a branded shoe, but comfort, weight, design & size for all things perfect.
"
"
Very lite and very cheap it's not that istam which is shown in product window. Very bad quealty don't buy it
"
"
Nice shoes.Lightweight and comfortable😊
"
"
Money value
"
"
everything is good for 700 hundred rupeez i love asian❤🤗🤗
"
"
Product is super excellent
"
"




                    The media could not be loaded.
                



 Light weight good looking and comfortable nice shoes
"
"
I gave 4.5 /5No water resistant
"
"
Nice product for this price..
"
"




                    The media could not be loaded.
                



 Shoes are really goodI purchased it for 709 only......
"
"
Shoes are good ...best u should go for it...
"
"
SUPERB QUALITY & DESIGN LIGHT WEIGHT SHOES NICE LOOKING & SOMETHING NEW IN DESIGNS & PATTERNVERY GOOD PRODUCT
"
"
Order blue colour and received grey colour. But still like it...
"
"
I like
"
"
Everything I like it
"
"
Good
"
"
As expected shoes are so comfortable with great looks. I'm happy with purchase. Quality is also good ☺️. Go for it.
"
"
Made up with poor quality  of material
"
"
Trest me this pear of shoes is best 👍
"
"
good
"
"




                    The media could not be loaded.
                



 Damaged and used shoes
"
"
Yas
"
"
Left foot fit and right foot large size.This product is very bad for me.😡😡😠😠😠😠
"
"
Best quality and comfort
"
"
Sole is ridiculous and you can find better quality in nearby shop
"
"
Worth for money and very lite weight and comfortable nice product
"
"
quality.Not good
"
"
Awesome
"
"
This is nice and good quality product I thik good use of mony and light weight good looking product
"
"
This shoes very comfortable and fit specially jogging and gyming
"
"
Nice product.Light weight.Full fitted.And yes good looks as well.
"
"
Foot Metatarsal Portion comfort level very poor , Need more improvement
"
"




                    The media could not be loaded.
                



 Peanless...smouth.running....fitting...owsomओवरऑल गुड चॉइस गुड प्रोडक्ट..
"
"
Good best and better no doubt user umesh
"
"
One of the best shoes which i have ever used. Very comfortable and very light.
"
"
It's used and damage shoes.
"
"
Very low quality products. Looks wise it's very good but material is very low cheap.
"
"
Very nice shoes value for money
"
"
Best quality
"
"
very stylish
"
"
Good product
"
"
Nice product..go for it.
"
"
Product is good there are two layers which makes  difference in comfort and fit of the shoe
"
"
Best shoes in this price category. Its very comfortable to wear and it is very light weight
"
"
Comfertable shoes
"
"
Good material used in this shoes, the shoes quality perfect.
"
"
Shoes looking good light weight but size not fit  Size one on small
"
"
Delivered already used product....request for return initiated but still no response from amazon.worst quality shoe
"
"
product is good but delivery boy behaviour is not good .
"
"
Light weight, exact fitting, soft to use, whaelse you need, ho for it...
"
"
Best
"
"
Nic
"
"
Quality need to improve....
"
"




                    The media could not be loaded.
                



 मेरी पसन्द लाल रंग है/यह सफेद रंग में आ गये
"
"
VALUE FOR MONEY ...PROPER FIT AND LIGHT WEIGHTED .... U CAN USE IT FOR ANY PURPOSES ....
"
"
Good
"
"
Excellent product but do not buy white as the material is hard to clean stains.
"
"
Great 👍
"
"
Quaility is not good
"
"
at this price, the item is not stand on my expectation.
"
"
good shoes.The shoes is very light weight and comfortable too. My father like the shoes. It looks good. You can have it.
"
"
Product is very good, but size not proper, little difference between the pair of shoes
"
"
Something small fault this product watch left pair is some different curly type small
"
"
It's just awesome worth for this price
"
"
Awesome product fitting is good and very light weight
"
"
Good
"
"
Amazon return policy better than Flipkart 👍I buy this shoe only 500 😁
"
